Place,Var
country/USA,Count_Worker_NAICSOtherServices
country/USA,Count_Worker_NAICSProfessionalScientificTechnicalServices
country/USA,Count_Worker_NAICSPublicAdministration
country/USA,Count_Worker_NAICSRealEstateRentalLeasing
country/USA,Count_Worker_NAICSUtilities
country/USA,Count_Worker_NAICSWholesaleTrade
country/USA,CumulativeCount_MedicalConditionIncident_COVID_19_ConfirmedCase
country/USA,CumulativeCount_MedicalConditionIncident_COVID_19_ConfirmedOrProbableCase
country/USA,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased
country/USA,CumulativeCount_MedicalTest_ConditionCOVID_19
country/USA,CumulativeCount_Vaccine_COVID_19_Administered
country/USA,FertilityRate_Person_Female
country/USA,GiniIndex_EconomicActivity
country/USA,GrowthRate_Count_Person
country/USA,Income_Farm
country/USA,IncrementalCount_MedicalTest_ConditionCOVID_19
country/USA,IncrementalCount_Vaccine_COVID_19_Administered
country/USA,LifeExpectancy_Person
country/USA,LifeExpectancy_Person_Female
country/USA,LifeExpectancy_Person_Male
country/USA,Max_Temperature
country/USA,Median_Age_Person
country/USA,Median_Age_Person_Female
country/USA,Median_Age_Person_Male
country/USA,Median_Age_Person_ResidesInAdultCorrectionalFacilities
country/USA,Median_Age_Person_ResidesInCollegeOrUniversityStudentHousing
country/USA,Median_Age_Person_ResidesInGroupQuarters
country/USA,Median_Age_Person_ResidesInInstitutionalizedGroupQuarters
country/USA,Median_Age_Person_ResidesInJuvenileFacilities
country/USA,Median_Age_Person_ResidesInMilitaryQuartersOrMilitaryShips
country/USA,Median_Age_Person_ResidesInNoninstitutionalizedGroupQuarters
country/USA,Median_Age_Person_ResidesInNursingFacilities
country/USA,Median_Earnings_Person_Female
country/USA,Median_Earnings_Person_Male
country/USA,Median_Income_Household
country/USA,Median_Income_Household_FamilyHousehold
country/USA,Median_Income_Household_HouseholderRaceAmericanIndianOrAlaskaNativeAlone
country/USA,Median_Income_Household_HouseholderRaceAsianAlone
country/USA,Median_Income_Household_HouseholderRaceBlackOrAfricanAmericanAlone
country/USA,Median_Income_Household_HouseholderRaceHispanicOrLatino
country/USA,Median_Income_Household_HouseholderRaceNativeHawaiianOrOtherPacificIslanderAlone
country/USA,Median_Income_Household_HouseholderRaceWhiteAlone
country/USA,Median_Income_Household_MarriedCoupleFamilyHousehold
country/USA,Median_Income_Household_NonfamilyHousehold
country/USA,Median_Income_Person
country/USA,Min_Temperature
country/USA,Offender_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime
country/USA,Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication
country/USA,Percent_Person_21To65Years_Female_ReceivedCervicalCancerScreening
country/USA,Percent_Person_50To74Years_Female_ReceivedMammography
country/USA,Percent_Person_50To75Years_ReceivedColorectalCancerScreening
country/USA,Percent_Person_BingeDrinking
country/USA,Percent_Person_Obesity
country/USA,Percent_Person_PhysicalInactivity
country/USA,Percent_Person_ReceivedAnnualCheckup
country/USA,Percent_Person_ReceivedCholesterolScreening
country/USA,Percent_Person_ReceivedDentalVisit
country/USA,Percent_Person_SleepLessThan7Hours
country/USA,Percent_Person_Smoking
country/USA,Percent_Person_WithArthritis
country/USA,Percent_Person_WithAsthma
country/USA,Percent_Person_WithCancerExcludingSkinCancer
country/USA,Percent_Person_WithChronicKidneyDisease
country/USA,Percent_Person_WithChronicObstructivePulmonaryDisease
country/USA,Percent_Person_WithCoronaryHeartDisease
country/USA,Percent_Person_WithDiabetes
country/USA,Percent_Person_WithHighBloodPressure
country/USA,Percent_Person_WithHighCholesterol
country/USA,Percent_Person_WithMentalHealthNotGood
country/USA,Percent_Person_WithPhysicalHealthNotGood
country/USA,Percent_Person_WithStroke
country/USA,PrecipitationRate
country/USA,ReceiptsBillingsOrSales_Establishment_NAICSConstruction_WithPayroll
country/USA,ReceiptsOrRevenue_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll
country/USA,ReceiptsOrRevenue_Establishment_NAICSEducationalServices_WithPayroll
country/USA,ReceiptsOrRevenue_Establishment_NAICSHealthCareSocialAssistance_WithPayroll
country/USA,ReceiptsOrRevenue_Establishment_NAICSInformation_WithPayroll
country/USA,ReceiptsOrRevenue_Establishment_NAICSOtherServices_WithPayroll
country/USA,ReceiptsOrRevenue_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll
country/USA,Receipts_Establishment_NAICSAdministrativeSupportWasteManagementRemediationServices_WithPayroll
country/USA,Revenue_Establishment_NAICSFinanceInsurance_WithPayroll
country/USA,Revenue_Establishment_NAICSManagementOfCompaniesEnterprises_WithPayroll
country/USA,Revenue_Establishment_NAICSRealEstateRentalLeasing_WithPayroll
country/USA,Revenue_Establishment_NAICSUtilities_WithPayroll
country/USA,Sales_Establishment_NAICSAccommodationFoodServices_WithPayroll
country/USA,Sales_Establishment_NAICSWholesaleTrade_WithPayroll
country/USA,ShipmentsOrReceipts_Establishment_NAICSMiningQuarryingOilGasExtraction_WithPayroll
country/USA,UnemploymentRate_Person
country/USA,UnemploymentRate_Person_Female
country/USA,UnemploymentRate_Person_Male
country/USA,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime
country/USA,WHO/CM_01
country/USA,WHO/CM_02
country/USA,WHO/CM_03
country/USA,WHO/GDO_q35
country/USA,WHO/LBW_PREVALENCE
country/USA,WHO/MORT_MATERNALNUM
country/USA,WHO/M_Est_smk_daily
country/USA,WHO/NCD_BMI_18A
country/USA,WHO/NCD_BMI_30A
country/USA,WHO/NCD_PAC
country/USA,WHO/NTD_LEISHCNUM
country/USA,WHO/NUTOVERWEIGHTPREV
country/USA,WHO/NUTRITION_ANAEMIA_CHILDREN_PREV
country/USA,WHO/NUTRITION_WA_2
country/USA,WHO/NUTRITION_WH_2
country/USA,WHO/NUTRITION_WH_3
country/USA,WHO/NUTSTUNTINGPREV
country/USA,WHO/SA_0000001418
country/USA,WHO/SA_0000001419
country/USA,WHO/SA_0000001420
country/USA,WHO/SA_0000001421
country/USA,WHO/SA_0000001422
country/USA,WHO/SA_0000001423
country/USA,WHO/SA_0000001424
country/USA,WHO/SA_0000001425
country/USA,WHO/SA_0000001426
country/USA,WHO/SA_0000001427
country/USA,WHO/SA_0000001429
country/USA,WHO/SA_0000001430
country/USA,WHO/SA_0000001431
country/USA,WHO/SA_0000001432
country/USA,WHO/SA_0000001433
country/USA,WHO/SA_0000001434
country/USA,WHO/SA_0000001435
country/USA,WHO/SA_0000001436
country/USA,WHO/SA_0000001437
country/USA,WHO/SA_0000001438
country/USA,WHO/SA_0000001439
country/USA,WHO/SA_0000001440
country/USA,WHO/SA_0000001441
country/USA,WHO/SA_0000001442
country/USA,WHO/SA_0000001443
country/USA,WHO/SA_0000001444
country/USA,WHO/SA_0000001445
country/USA,WHO/SA_0000001446
country/USA,WHO/SA_0000001448
country/USA,WHO/SA_0000001449
country/USA,WHO/SA_0000001450
country/USA,WHO/SA_0000001451
country/USA,WHO/SA_0000001452
country/USA,WHO/SA_0000001453
country/USA,WHO/SA_0000001454
country/USA,WHO/SA_0000001455
country/USA,WHO/SA_0000001456
country/USA,WHO/SA_0000001458
country/USA,WHO/SA_0000001460
country/USA,WHO/SA_0000001689
country/USA,WHO/SA_0000001690
country/USA,WHO/SDG_SH_DTH_RNCOM_ChronicRespiratoryDiseases
country/USA,WHO/SDG_SH_DTH_RNCOM_DiabetesMellitus
country/USA,WHO/SDG_SH_DTH_RNCOM_MajorCardiovascularDiseases
country/USA,WHO/SDG_SH_DTH_RNCOM_MalignantNeoplasms
country/USA,WHO/WHS4_117
country/USA,WHO/WHS4_129
country/USA,WHO/WHS8_110
country/USA,dc/00dyzp11kk35g
country/USA,dc/05w24m0n6t758
country/USA,dc/065dmg2ls1heb
country/USA,dc/06f0jf8xvzw4f
country/USA,dc/06m8j6xz3h0wf
country/USA,dc/0gettc3bc60cb
country/USA,dc/0jtctjm33mgh1
country/USA,dc/0tpmz5zd30ns5
country/USA,dc/0yv0ry7tjmwzc
country/USA,dc/17ckwyxwctzm2
country/USA,dc/1c4zcyw02n71g
country/USA,dc/1fw0t5m6459gb
country/USA,dc/1j7jmy39fwhw5
country/USA,dc/1kt512ynvpmc2
country/USA,dc/1lm9k2vdxj4c6
country/USA,dc/1t989xd1tn701
country/USA,dc/1wf1h5esex2d
country/USA,dc/1zpdg2hsjnrld
country/USA,dc/2c2e9bn8p7xz6
country/USA,dc/2hhr4qp4b4r0b
country/USA,dc/2hl1yfxglmq0c
country/USA,dc/2kz6b9kvps8c9
country/USA,dc/2qgvm8lch89n5
country/USA,dc/2r1c78wzvbq58
country/USA,dc/31hbegrgs0x05
country/USA,dc/3bg4r46ly61q9
country/USA,dc/3n8g9we5yv7th
country/USA,dc/3w039ndqy7qv1
country/USA,dc/3wx4hzg5p6zdb
country/USA,dc/3z6z9w930dl7b
country/USA,dc/41s8qer7mpew9
country/USA,dc/4fbqq2v75fwbc
country/USA,dc/4hzyqndyzntm
country/USA,dc/4qtse8536dg63
country/USA,dc/4sr6g7jvff3q7
country/USA,dc/4wkzsq23w6reb
country/USA,dc/4xklqxfc27w1f
country/USA,dc/50yq5l3ek70t7
country/USA,dc/51h3g4mcgj3w4
country/USA,dc/556pqlh586bmc
country/USA,dc/55d9n710f1l43
country/USA,dc/56md3ndhrmvm7
country/USA,dc/5g33rewtyql8
country/USA,dc/5hc4etrfyj9qg
country/USA,dc/5jy4dp16mtssg
country/USA,dc/62gn48xpbqew9
country/USA,dc/62n3z7mvfpjx1
country/USA,dc/6408jm28jj2bf
country/USA,dc/68cg2z97cpl7d
country/USA,dc/6jy1xssg131bf
country/USA,dc/6rltk4kf75612
country/USA,dc/6zbb7s5nx6rxb
country/USA,dc/6zrlr86zt61yg
country/USA,dc/7fdfhnnjr5sh8
country/USA,dc/7g77dy8hfb1rg
country/USA,dc/7l0qnzg0z6kng
country/USA,dc/7wt44yv38rew
country/USA,dc/7ykp70f9rtck9
country/USA,dc/7yw96gdck5em4
country/USA,dc/80q8jrnkvwtt3
country/USA,dc/815ytn0488dy2
country/USA,dc/8h18wselqtgwb
country/USA,dc/8mty3dlrx26e5
country/USA,dc/8p97n7l96lgg8
country/USA,dc/8rs9vl99e03p8
country/USA,dc/8vcbgqlfzwvtf
country/USA,dc/96b2ddmlpvq7f
country/USA,dc/9b9gqxj27fqwc
country/USA,dc/9bcetmhgnge5f
country/USA,dc/9cqv67nn7pn1b
country/USA,dc/9fbrt5wxt4vkg
country/USA,dc/9fh1pt5cb8sl2
country/USA,dc/9l087ms328qk6
country/USA,dc/9pz1cse6yndtg
country/USA,dc/9q73ecfhmd0y9
country/USA,dc/9sneyc8lpk8dc
country/USA,dc/9vlv8l9dbgsk7
country/USA,dc/b3nmcj3w1lhed
country/USA,dc/b6h698m2vmdcc
country/USA,dc/b6z2v4t8cvcd5
country/USA,dc/b9plt3q5k6gyb
country/USA,dc/bf85zc6wypd2h
country/USA,dc/bhc16vntggjyd
country/USA,dc/br6elkd593zs1
country/USA,dc/bre4whrdn7pt7
country/USA,dc/c0zdt686eek05
country/USA,dc/c57vzg7l74577
country/USA,dc/c6n2z7vh9sy31
country/USA,dc/c75qlm98pmcb2
country/USA,dc/c9cl49nnrv5x4
country/USA,dc/cc8wk2n0ywd9
country/USA,dc/cerdgf14fp2z1
country/USA,dc/cmlt06n3l72v4
country/USA,dc/cs8fvwkmpmlpg
country/USA,dc/czvtbvcwl8wy
country/USA,dc/d796515q44h02
country/USA,dc/db69tchd80nnc
country/USA,dc/dbe0drezxrpv6
country/USA,dc/dc5hbzngddq37
country/USA,dc/dj7khl7q78412
country/USA,dc/dn2h9yfcgbkg2
country/USA,dc/dv0w29brm5866
country/USA,dc/dxsxcw009pdm4
country/USA,dc/dzfdgrtcv5h7
country/USA,dc/e27c5t4tbplg
country/USA,dc/e2m11594t2q4b
country/USA,dc/e2szvml8jkld8
country/USA,dc/e4y4hqq6mjfsh
country/USA,dc/eg6rrdr1tkf76
country/USA,dc/ejpm616jd1pq1
country/USA,dc/ekrg82bjht898
country/USA,dc/enr63cx8vt23f
country/USA,dc/env3140jqssg8
country/USA,dc/eptfljlz7bgbg
country/USA,dc/epw58ne8mytn5
country/USA,dc/evcytmdmc9xgd
country/USA,dc/exr9t81en1h34
country/USA,dc/f2g63f2rjbdyh
country/USA,dc/fgt7thnws9vx9
country/USA,dc/fh4td3znm3l4g
country/USA,dc/fmx7fkrpd3jl2
country/USA,dc/fyc3yvjy0xw6g
country/USA,dc/g0yn22m8r3639
country/USA,dc/g4fthg3t3y5td
country/USA,dc/g57vdc4mb80e7
country/USA,dc/g8537zqf45wl3
country/USA,dc/g8kg52zcxzw9f
country/USA,dc/g8sxhs8lzmb15
country/USA,dc/gf47xlzfbd3t8
country/USA,dc/ghk2rsfpsnc29
country/USA,dc/gj710c34mjxwc
country/USA,dc/gr3zem8shyhbf
country/USA,dc/gy5fk764jzhvd
country/USA,dc/h34ge8t21h9m1
country/USA,dc/h7ft916g93ys2
country/USA,dc/h8p2m5rx43j3b
country/USA,dc/hbkh95kc7pkb6
country/USA,dc/ht9knfzzn12c8
country/USA,dc/hyfn2tlyz48lb
country/USA,dc/j7lkt2ww5qsn5
country/USA,dc/j7pej9wer7lkd
country/USA,dc/jhjdplbeg26k1
country/USA,dc/jszfr5wd4f7pb
country/USA,dc/jxsx1rb4xg84f
country/USA,dc/jxwhv6vc0rye7
country/USA,dc/k33ngtzpqxql6
country/USA,dc/k8c98jgxcnd1g
country/USA,dc/kcns4cvt14zx2
country/USA,dc/kfr6chpkw90e3
country/USA,dc/kpcfmb6lp3zpd
country/USA,dc/kt900ezddrf79
country/USA,dc/ktmr6ngnsqxmf
country/USA,dc/kz9r60zp6s32b
country/USA,dc/lsf00jqxjp9r8
country/USA,dc/ltwqwtxcq9l23
country/USA,dc/m46wj1egm7j56
country/USA,dc/m54m06x6r5xm9
country/USA,dc/m60n94sqql2d3
country/USA,dc/m615rq99fwf2c
country/USA,dc/mbn7jcx896cd8
country/USA,dc/mlf5e4m68h2k7
country/USA,dc/mqxdr821c7kw3
country/USA,dc/mwbmxs2q9zcgd
country/USA,dc/mwcnlh5bmdk63
country/USA,dc/mxqzyt970qks1
country/USA,dc/n18hgz310vw83
country/USA,dc/n2vhkpw0slkv5
country/USA,dc/n99t0lnl3fch6
country/USA,dc/ndg1xk1e9frc2
country/USA,dc/nfdf9rt7kbggb
country/USA,dc/nhmjhp72kjr48
country/USA,dc/njgzb8knf11n8
country/USA,dc/nrh9sl7zy12bf
country/USA,dc/ns1rqx6wy9909
country/USA,dc/nt9cq96phw6nf
country/USA,dc/nvrxn11yxlen2
country/USA,dc/p34mhcpgtth76
country/USA,dc/p3vqwthpjtdw
country/USA,dc/p4jzvj8q1lnmd
country/USA,dc/p69tpsldf99h7
country/USA,dc/pltrqb2ng8dp8
country/USA,dc/pplpj0y0mzd3g
country/USA,dc/q0p7fcll1lv8c
country/USA,dc/q98jxycvs422f
country/USA,dc/qnphlls92tvs9
country/USA,dc/qt7ewllmt3826
country/USA,dc/qvf1yrhwzp8rd
country/USA,dc/r0delcsw86kc6
country/USA,dc/rkq1jgk08zfs7
country/USA,dc/rw3t3r74kv7mc
country/USA,dc/rx43qhrjkpkj1
country/USA,dc/s9cn1zj5fv5cc
country/USA,dc/s9den7z8cbyy4
country/USA,dc/skv4cd74gsnpf
country/USA,dc/slp5hywj7b9c1
country/USA,dc/sythffk3c3ne7
country/USA,dc/sz9ckd47e35b4
country/USA,dc/t0hh9jhx104k7
country/USA,dc/t7403chwvspm
country/USA,dc/te4lvw7tlnfv9
country/USA,dc/tz59wt1hkl4y
country/USA,dc/tz934n63bw59c
country/USA,dc/v33p7mwnpe9vb
country/USA,dc/v7yl3k9w3h7e8
country/USA,dc/vfs5dgtzhp4j4
country/USA,dc/vgwx3kjjzz8wf
country/USA,dc/vh36nvvkwxz5g
country/USA,dc/vp8cbt6k79t94
country/USA,dc/vt2q292eme79f
country/USA,dc/vy4p9rsll0gy4
country/USA,dc/w2gdszr0f3sh2
country/USA,dc/w8gp902jnk426
country/USA,dc/wc8q05drd74bd
country/USA,dc/wd5g31pcj0zr3
country/USA,dc/wfktw3b5c50h1
country/USA,dc/whn99h1l0xgth
country/USA,dc/wj5l0n6wkep45
country/USA,dc/wjtdrd9wq4m2g
country/USA,dc/wk2vjrzfgyq5d
country/USA,dc/wqbf0ppbmly7
country/USA,dc/wyxmw2dy6t2xh
country/USA,dc/x52jxxbwspczh
country/USA,dc/x9e7150515yt7
country/USA,dc/xx3v7dmqp95h3
country/USA,dc/y9yb58snpfzw5
country/USA,dc/ye0f3ej72hhj7
country/USA,dc/ynq0k94cp0dxb
country/USA,dc/zcth2y8fqte1f
country/USA,dc/zf0wjwwyddbj4
country/USA,dc/zkmdz1rhlt7q8
country/USA,dc/zmp6qzgzp7ly2
country/USA,dc/zv5g19y8dl9r1
country/USA,dc/zvr6djt1p9gj3
country/USA,dc/zz6gwv838v9w
country/USA,eia/INTL.4008-8-MMTCD.A
country/USA,eia/TOTAL.SOC5B.A
country/USA,eia/TOTAL.SOC5B.M
country/USA,eia/TOTAL.SOC7B.A
country/USA,eia/TOTAL.SOC7B.M
country/USA,eia/TOTAL.SODTB.A
country/USA,eia/TOTAL.SODTB.M
country/USA,eia/TOTAL.SOEGB.A
country/USA,eia/TOTAL.SOEGB.M
country/USA,eia/TOTAL.SOI5B.A
country/USA,eia/TOTAL.SOI5B.M
country/USA,eia/TOTAL.SOI7B.A
country/USA,eia/TOTAL.SOI7B.M
country/USA,eia/TOTAL.SOR7B.A
country/USA,eia/TOTAL.SOR7B.M
country/USA,eia/TOTAL.SOT5B.A
country/USA,eia/TOTAL.SOT5B.M
country/USA,eia/TOTAL.SOT7B.A
country/USA,eia/TOTAL.SOT7B.M
country/USA,eia/TOTAL.SOT8B.A
country/USA,eia/TOTAL.SOT8B.M
country/USA,eia/TOTAL.SOTCB.A
country/USA,eia/TOTAL.SOTCB.M
geoId/06,AmountFarmInventory_WinterWheatForGrain
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSAccommodationFoodServices_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSAdministrativeSupportWasteManagementRemediationServices_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreation_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSEducationalServices_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSFinanceInsurance_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSHealthCareSocialAssistance_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSInformation_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSManagementOfCompaniesEnterprises_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSOtherServices_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSProfessionalScientificTechnicalServices_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSRealEstateRentalLeasing_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_NAICSWholesaleTrade_RealValue
geoId/06,Amount_EconomicActivity_GrossDomesticProduction_RealValue
geoId/06,Amount_FarmInventory_BarleyForGrain
geoId/06,Amount_FarmInventory_CornForSilageOrGreenchop
geoId/06,Amount_FarmInventory_Cotton
geoId/06,Amount_FarmInventory_DryEdibleBeans
geoId/06,Amount_FarmInventory_DurumWheatForGrain
geoId/06,Amount_FarmInventory_Forage
geoId/06,Amount_FarmInventory_OatsForGrain
geoId/06,Amount_FarmInventory_OtherSpringWheatForGrain
geoId/06,Amount_FarmInventory_PeanutsForNuts
geoId/06,Amount_FarmInventory_PimaCotton
geoId/06,Amount_FarmInventory_Rice
geoId/06,Amount_FarmInventory_SorghumForGrain
geoId/06,Amount_FarmInventory_SorghumForSilageOrGreenchop
geoId/06,Amount_FarmInventory_SugarbeetsForSugar
geoId/06,Amount_FarmInventory_SunflowerSeed
geoId/06,Amount_FarmInventory_UplandCotton
geoId/06,Amount_FarmInventory_WheatForGrain
geoId/06,Amout_FarmInventory_CornForGrain
geoId/06,Annual_Emissions_CarbonDioxide_NonBiogenic
geoId/06,Annual_Emissions_EPA_OtherFullyFluorinatedCompound_NonBiogenic
geoId/06,Annual_Emissions_GreenhouseGas_NonBiogenic
geoId/06,Annual_Emissions_Hydrofluorocarbon_NonBiogenic
geoId/06,Annual_Emissions_Hydrofluoroether_NonBiogenic
geoId/06,Annual_Emissions_Methane_NonBiogenic
geoId/06,Annual_Emissions_NitrogenTrifluoride_NonBiogenic
geoId/06,Annual_Emissions_NitrousOxide_NonBiogenic
geoId/06,Annual_Emissions_Perfluorocarbon_NonBiogenic
geoId/06,Annual_Emissions_SulfurHexafluoride_NonBiogenic
geoId/06,Area_Farm
geoId/06,Count_AvalancheEvent
geoId/06,Count_BlizzardEvent
geoId/06,Count_ColdWindChillEvent
geoId/06,Count_CriminalActivities_AggravatedAssault
geoId/06,Count_CriminalActivities_Burglary
geoId/06,Count_CriminalActivities_CombinedCrime
geoId/06,Count_CriminalActivities_ForcibleRape
geoId/06,Count_CriminalActivities_LarcenyTheft
geoId/06,Count_CriminalActivities_MotorVehicleTheft
geoId/06,Count_CriminalActivities_PropertyCrime
geoId/06,Count_CriminalActivities_Robbery
geoId/06,Count_CriminalActivities_ViolentCrime
geoId/06,Count_CriminalIncidents_BiasMotivationDisabilityStatus_AggravatedAssault_IsHateCrime
geoId/06,Count_CriminalIncidents_BiasMotivationDisabilityStatus_Intimidation_IsHateCrime
geoId/06,Count_CriminalIncidents_BiasMotivationDisabilityStatus_Robbery_IsHateCrime
geoId/06,Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime
geoId/06,Count_CriminalIncidents_IsHateCrime
geoId/06,Count_CycloneEvent
geoId/06,Count_CycloneEvent_TropicalStorm
geoId/06,Count_Death
geoId/06,Count_Death_15To24Years_MentalBehaviouralDisorders
geoId/06,Count_Death_15To24Years_Neoplasms
geoId/06,Count_Death_1To4Years_Neoplasms
geoId/06,Count_Death_25To34Years_MentalBehaviouralDisorders
geoId/06,Count_Death_25To34Years_Neoplasms
geoId/06,Count_Death_35To44Years_MentalBehaviouralDisorders
geoId/06,Count_Death_35To44Years_Neoplasms
geoId/06,Count_Death_45To54Years_MentalBehaviouralDisorders
geoId/06,Count_Death_45To54Years_Neoplasms
geoId/06,Count_Death_55To64Years_MentalBehaviouralDisorders
geoId/06,Count_Death_55To64Years_Neoplasms
geoId/06,Count_Death_5To14Years_Neoplasms
geoId/06,Count_Death_65To74Years_MentalBehaviouralDisorders
geoId/06,Count_Death_65To74Years_Neoplasms
geoId/06,Count_Death_75To84Years_MentalBehaviouralDisorders
geoId/06,Count_Death_75To84Years_Neoplasms
geoId/06,Count_Death_85Years_MentalBehaviouralDisorders
geoId/06,Count_Death_85Years_Neoplasms
geoId/06,Count_Death_AbnormalNotClassfied
geoId/06,Count_Death_AbnormalNotClassfied_Female
geoId/06,Count_Death_AmericanIndianAndAlaskaNativeAlone
geoId/06,Count_Death_AsAFractionOfCount_Person
geoId/06,Count_Death_AsianOrPacificIslander
geoId/06,Count_Death_BlackOrAfricanAmerican
geoId/06,Count_Death_CertainConditionsOriginatingInThePerinatalPeriod
geoId/06,Count_Death_CertainConditionsOriginatingInThePerinatalPeriod_Female
geoId/06,Count_Death_CertainInfectiousParasiticDiseases
geoId/06,Count_Death_CertainInfectiousParasiticDiseases_Female
geoId/06,Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities
geoId/06,Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_Female
geoId/06,Count_Death_DiseasesOfBloodAndBloodFormingOrgansAndImmuneDisorders
geoId/06,Count_Death_DiseasesOfBloodAndBloodFormingOrgansAndImmuneDisorders_Female
geoId/06,Count_Death_DiseasesOfTheCirculatorySystem
geoId/06,Count_Death_DiseasesOfTheCirculatorySystem_Female
geoId/06,Count_Death_DiseasesOfTheDigestiveSystem
geoId/06,Count_Death_DiseasesOfTheDigestiveSystem_Female
geoId/06,Count_Death_DiseasesOfTheGenitourinarySystem
geoId/06,Count_Death_DiseasesOfTheGenitourinarySystem_Female
geoId/06,Count_Death_DiseasesOfTheMusculoskeletalSystemConnectiveTissue
geoId/06,Count_Death_DiseasesOfTheMusculoskeletalSystemConnectiveTissue_Female
geoId/06,Count_Death_DiseasesOfTheNervousSystem
geoId/06,Count_Death_DiseasesOfTheNervousSystem_Female
geoId/06,Count_Death_DiseasesOfTheRespiratorySystem
geoId/06,Count_Death_DiseasesOfTheRespiratorySystem_Female
geoId/06,Count_Death_DiseasesOfTheSkinSubcutaneousTissue
geoId/06,Count_Death_DiseasesOfTheSkinSubcutaneousTissue_Female
geoId/06,Count_Death_EndocrineNutritionalMetabolicDiseases
geoId/06,Count_Death_EndocrineNutritionalMetabolicDiseases_Female
geoId/06,Count_Death_ExternalCauses
geoId/06,Count_Death_ExternalCauses_Female
geoId/06,Count_Death_Female
geoId/06,Count_Death_Male
geoId/06,Count_Death_MentalBehaviouralDisorders
geoId/06,Count_Death_MentalBehaviouralDisorders_Female
geoId/06,Count_Death_Neoplasms
geoId/06,Count_Death_Neoplasms_Female
geoId/06,Count_Death_PregnancyChildbirthThePuerperium
geoId/06,Count_Death_PregnancyChildbirthThePuerperium_Female
geoId/06,Count_Death_SpecialCases
geoId/06,Count_Death_Upto1Years
geoId/06,Count_Death_Upto1Years_AbnormalNotClassfied
geoId/06,Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod
geoId/06,Count_Death_Upto1Years_CertainInfectiousParasiticDiseases
geoId/06,Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities
geoId/06,Count_Death_Upto1Years_DiseasesOfTheCirculatorySystem
geoId/06,Count_Death_Upto1Years_DiseasesOfTheDigestiveSystem
geoId/06,Count_Death_Upto1Years_DiseasesOfTheGenitourinarySystem
geoId/06,Count_Death_Upto1Years_DiseasesOfTheNervousSystem
geoId/06,Count_Death_Upto1Years_DiseasesOfTheRespiratorySystem
geoId/06,Count_Death_Upto1Years_EndocrineNutritionalMetabolicDiseases
geoId/06,Count_Death_Upto1Years_ExternalCauses
geoId/06,Count_Death_Upto1Years_Neoplasms
geoId/06,Count_Death_White
geoId/06,Count_DroughtEvent
geoId/06,Count_DustStormEvent
geoId/06,Count_EarthquakeEvent
geoId/06,Count_EarthquakeEvent_M5To6
geoId/06,Count_EarthquakeEvent_M6To7
geoId/06,Count_EarthquakeEvent_M7To8
geoId/06,Count_Establishment_FederalGovernmentOwnedEstablishment_NAICSTotalAllIndustries
geoId/06,Count_Establishment_LocalGovernmentOwnedEstablishment_NAICSTotalAllIndustries
geoId/06,Count_Establishment_NAICSAdministrativeSupportWasteManagementRemediationServices
geoId/06,Count_Establishment_NAICSConstruction
geoId/06,Count_Establishment_NAICSFinanceInsurance
geoId/06,Count_Establishment_NAICSInformation
geoId/06,Count_Establishment_NAICSOtherServices
geoId/06,Count_Establishment_NAICSUtilities
geoId/06,Count_Establishment_PrivatelyOwnedEstablishment_NAICSTotalAllIndustries
geoId/06,Count_Establishment_StateGovernmentOwnedEstablishment_NAICSTotalAllIndustries
geoId/06,Count_ExcessiveHeatEvent
